
                                                    
         »—’ќƒЌџ… ѕ–ќ‘»Ћ№ ƒќ–ќ∆ »  ј„≈Ќ»я           
                                                    
 -------------------------------------------------- 
 | є отсчета  | ”гол в градусах   |  –адиус в мм  | 
  fabs(2.0/(X_m1 - X_01)) = 466676.724530892450           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.001123315344       ((Y_m1-Y_00)/(X_m1-X_00)) = 15.834515624410         ((Y_00-Y_01)/(X_00-X_01)) = 15.835638939754        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.77973505        R_m1 =     11.01073249      X_m1 =     -8.84386139      Y_m1 =     -6.55914215    
  FI_00 =      3.77973750        R_00 =     11.01075329      X_00 =     -8.84386199      Y_00 =     -6.55917624    
  FI_01 =      3.77973995        R_01 =     11.01077408      X_01 =     -8.84386260      Y_01 =     -6.55921034    
  F_1_proizvod =     56.33776453                F_2_proizvod = -24076.32091118            R_kriv =     -7.43042957       
  ”гол в градусах =    216.56250000           R_kriv =     -7.43042957       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 1652385.230374380500           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.014570646402       ((Y_m1-Y_00)/(X_m1-X_00)) = 56.330480148679         ((Y_00-Y_01)/(X_00-X_01)) = 56.345050795081        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.80427880        R_m1 =     11.21585518      X_m1 =     -8.84193491      Y_m1 =     -6.90040538    
  FI_00 =      3.80428125        R_00 =     11.21587538      X_00 =     -8.84193390      Y_00 =     -6.90043951    
  FI_01 =      3.80428370        R_01 =     11.21589558      X_01 =     -8.84193289      Y_01 =     -6.90047364    
  F_1_proizvod =    -33.78951655                F_2_proizvod =  -5545.76833777            R_kriv =     -6.96553589       
  ”гол в градусах =    217.96875000           R_kriv =     -6.96553589       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 990007.767716973900           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.005601742247       ((Y_m1-Y_00)/(X_m1-X_00)) = -33.792317650230         ((Y_00-Y_01)/(X_00-X_01)) = -33.786715907983        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.82882255        R_m1 =     11.41433179      X_m1 =     -8.82335073      Y_m1 =     -7.24123277    
  FI_00 =      3.82882500        R_00 =     11.41435127      X_00 =     -8.82334802      Y_00 =     -7.24126679    
  FI_01 =      3.82882745        R_01 =     11.41437075      X_01 =     -8.82334530      Y_01 =     -7.24130080    
  F_1_proizvod =    -12.52713459                F_2_proizvod =   -295.71609261            R_kriv =     -6.71147977       
  ”гол в градусах =    219.37500000           R_kriv =     -6.71147977       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 368299.082545458570           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000802923783       ((Y_m1-Y_00)/(X_m1-X_00)) = -12.527536062112         ((Y_00-Y_01)/(X_00-X_01)) = -12.526733138330        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.85336630        R_m1 =     11.60515034      X_m1 =     -8.78747280      Y_m1 =     -7.58022666    
  FI_00 =      3.85336875        R_00 =     11.60516900      X_00 =     -8.78746833      Y_00 =     -7.58026041    
  FI_01 =      3.85337120        R_01 =     11.60518767      X_01 =     -8.78746386      Y_01 =     -7.58029417    
  F_1_proizvod =     -7.54814598                F_2_proizvod =    -69.34728748            R_kriv =     -6.36540625       
  ”гол в градусах =    220.78125000           R_kriv =     -6.36540625       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 223591.634069829130           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000310151530       ((Y_m1-Y_00)/(X_m1-X_00)) = -7.548301058102         ((Y_00-Y_01)/(X_00-X_01)) = -7.547990906572        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.87791005        R_m1 =     11.78723701      X_m1 =     -8.73371417      Y_m1 =     -7.91588233    
  FI_00 =      3.87791250        R_00 =     11.78725475      X_00 =     -8.73370789      Y_00 =     -7.91591568    
  FI_01 =      3.87791495        R_01 =     11.78727249      X_01 =     -8.73370160      Y_01 =     -7.91594903    
  F_1_proizvod =     -5.30692850                F_2_proizvod =    -25.70463814            R_kriv =     -6.12699816       
  ”гол в градусах =    222.18750000           R_kriv =     -6.12699816       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 159130.776272416870           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000161531532       ((Y_m1-Y_00)/(X_m1-X_00)) = -5.307009267095         ((Y_00-Y_01)/(X_00-X_01)) = -5.306847735563        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.90245380        R_m1 =     11.95966988      X_m1 =     -8.66170101      Y_m1 =     -8.24673507    
  FI_00 =      3.90245625        R_00 =     11.95968660      X_00 =     -8.66169288      Y_00 =     -8.24676786    
  FI_01 =      3.90245870        R_01 =     11.95970333      X_01 =     -8.66168475      Y_01 =     -8.24680065    
  F_1_proizvod =     -4.03537718                F_2_proizvod =    -12.36959576            R_kriv =     -5.80926270       
  ”гол в градусах =    223.59375000           R_kriv =     -5.80926270       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 123056.025402903240           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000100520033       ((Y_m1-Y_00)/(X_m1-X_00)) = -4.035427436536         ((Y_00-Y_01)/(X_00-X_01)) = -4.035326916503        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.92699755        R_m1 =     12.12142681      X_m1 =     -8.57108542      Y_m1 =     -8.57120077    
  FI_00 =      3.92700000        R_00 =     12.12144242      X_00 =     -8.57107543      Y_00 =     -8.57123284    
  FI_01 =      3.92700245        R_01 =     12.12145804      X_01 =     -8.57106543      Y_01 =     -8.57126492    
  F_1_proizvod =     -3.20868376                F_2_proizvod =     -6.77525660            R_kriv =     -5.60326519       
  ”гол в градусах =    225.00000000           R_kriv =     -5.60326519       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 100030.855149525490           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000067731667       ((Y_m1-Y_00)/(X_m1-X_00)) = -3.208717624050         ((Y_00-Y_01)/(X_00-X_01)) = -3.208649892382        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.95154130        R_m1 =     12.27172339      X_m1 =     -8.46179052      Y_m1 =     -8.88781729    
  FI_00 =      3.95154375        R_00 =     12.27173782      X_00 =     -8.46177866      Y_00 =     -8.88784851    
  FI_01 =      3.95154620        R_01 =     12.27175225      X_01 =     -8.46176679      Y_01 =     -8.88787973    
  F_1_proizvod =     -2.63150043                F_2_proizvod =     -4.16965177            R_kriv =     -5.35035045       
  ”гол в градусах =    226.40625000           R_kriv =     -5.35035045       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 84289.798759656027           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000049468048       ((Y_m1-Y_00)/(X_m1-X_00)) = -2.631525167462         ((Y_00-Y_01)/(X_00-X_01)) = -2.631475699415        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.97608505        R_m1 =     12.40971274      X_m1 =     -8.33379079      Y_m1 =     -9.19504765    
  FI_00 =      3.97608750        R_00 =     12.40972589      X_00 =     -8.33377706      Y_00 =     -9.19507785    
  FI_01 =      3.97608995        R_01 =     12.40973905      X_01 =     -8.33376332      Y_01 =     -9.19510805    
  F_1_proizvod =     -2.19904617                F_2_proizvod =     -2.74415022            R_kriv =     -5.13739749       
  ”гол в градусах =    227.81250000           R_kriv =     -5.13739749       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 72812.481350397182           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000037687910       ((Y_m1-Y_00)/(X_m1-X_00)) = -2.199065012940         ((Y_00-Y_01)/(X_00-X_01)) = -2.199027325031        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.00062880        R_m1 =     12.53462449      X_m1 =     -8.18721081      Y_m1 =     -9.49138505    
  FI_00 =      4.00063125        R_00 =     12.53463630      X_00 =     -8.18719524      Y_00 =     -9.49141409    
  FI_01 =      4.00063370        R_01 =     12.53464812      X_01 =     -8.18717966      Y_01 =     -9.49144313    
  F_1_proizvod =     -1.86426483                F_2_proizvod =     -1.91491525            R_kriv =     -4.94436319       
  ”гол в градусах =    229.21875000           R_kriv =     -4.94436319       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 64193.346367469676           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000029830432       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.864279750165         ((Y_00-Y_01)/(X_00-X_01)) = -1.864249919733        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.02517255        R_m1 =     12.64580915      X_m1 =     -8.02234838      Y_m1 =     -9.77539848    
  FI_00 =      4.02517500        R_00 =     12.64581956      X_00 =     -8.02233099      Y_00 =     -9.77542622    
  FI_01 =      4.02517745        R_01 =     12.64582998      X_01 =     -8.02231360      Y_01 =     -9.77545396    
  F_1_proizvod =     -1.59543162                F_2_proizvod =     -1.39261971            R_kriv =     -4.79364318       
  ”гол в градусах =    230.62500000           R_kriv =     -4.79364318       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 57515.300119089014           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000024213030       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.595443730317         ((Y_00-Y_01)/(X_00-X_01)) = -1.595419517287        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.04971630        R_m1 =     12.74271197      X_m1 =     -7.83964848      Y_m1 =    -10.04572646    
  FI_00 =      4.04971875        R_00 =     12.74272092      X_00 =     -7.83962933      Y_00 =    -10.04575276    
  FI_01 =      4.04972120        R_01 =     12.74272988      X_01 =     -7.83961018      Y_01 =    -10.04577906    
  F_1_proizvod =     -1.37365914                F_2_proizvod =     -1.06481263            R_kriv =     -4.60662982       
  ”гол в градусах =    232.03125000           R_kriv =     -4.60662982       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 52228.258470429624           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000020387672       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.373669329337         ((Y_00-Y_01)/(X_00-X_01)) = -1.373648941664        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.07426005        R_m1 =     12.82470293      X_m1 =     -7.63959376      Y_m1 =    -10.30095201    
  FI_00 =      4.07426250        R_00 =     12.82471037      X_00 =     -7.63957290      Y_00 =    -10.30097674    
  FI_01 =      4.07426495        R_01 =     12.82471780      X_01 =     -7.63955205      Y_01 =    -10.30100147    
  F_1_proizvod =     -1.18577873                F_2_proizvod =     -0.82761376            R_kriv =     -4.50956875       
  ”гол в градусах =    233.43750000           R_kriv =     -4.50956875       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 47958.463545132989           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000017256886       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.185787362330         ((Y_00-Y_01)/(X_00-X_01)) = -1.185770105444        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.09880380        R_m1 =     12.89141847      X_m1 =     -7.42290920      Y_m1 =    -10.53988089    
  FI_00 =      4.09880625        R_00 =     12.89142436      X_00 =     -7.42288673      Y_00 =    -10.53990393    
  FI_01 =      4.09880870        R_01 =     12.89143026      X_01 =     -7.42286425      Y_01 =    -10.53992697    
  F_1_proizvod =     -1.02512275                F_2_proizvod =     -0.67047775            R_kriv =     -4.38051268       
  ”гол в градусах =    234.84375000           R_kriv =     -4.38051268       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 44495.544778714597           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000015068424       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.025130284316         ((Y_00-Y_01)/(X_00-X_01)) = -1.025115215892        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.12334755        R_m1 =     12.94240602      X_m1 =     -7.19033818      Y_m1 =    -10.76126900    
  FI_00 =      4.12335000        R_00 =     12.94241032      X_00 =     -7.19031416      Y_00 =    -10.76129022    
  FI_01 =      4.12335245        R_01 =     12.94241462      X_01 =     -7.19029013      Y_01 =    -10.76131144    
  F_1_proizvod =     -0.88325042                F_2_proizvod =     -0.55243927            R_kriv =     -4.29925804       
  ”гол в градусах =    236.25000000           R_kriv =     -4.29925804       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 41622.966678854427           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000013272463       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.883257051993         ((Y_00-Y_01)/(X_00-X_01)) = -0.883243779530        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.14789130        R_m1 =     12.97739643      X_m1 =     -6.94279677      Y_m1 =    -10.96404995    
  FI_00 =      4.14789375        R_00 =     12.97739914      X_00 =     -6.94277130      Y_00 =    -10.96406927    
  FI_01 =      4.14789620        R_01 =     12.97740184      X_01 =     -6.94274584      Y_01 =    -10.96408859    
  F_1_proizvod =     -0.75888021                F_2_proizvod =     -0.46053129            R_kriv =     -4.29569557       
  ”гол в градусах =    237.65625000           R_kriv =     -4.29569557       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 39271.475837945676           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000011726865       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.758886075257         ((Y_00-Y_01)/(X_00-X_01)) = -0.758874348392        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.17243505        R_m1 =     12.99639059      X_m1 =     -6.68139866      Y_m1 =    -11.14742483    
  FI_00 =      4.17243750        R_00 =     12.99639168      X_00 =     -6.68137186      Y_00 =    -11.14744216    
  FI_01 =      4.17243995        R_01 =     12.99639277      X_01 =     -6.68134506      Y_01 =    -11.14745950    
  F_1_proizvod =     -0.64671027                F_2_proizvod =     -0.40072847            R_kriv =     -4.21474908       
  ”гол в градусах =    239.06250000           R_kriv =     -4.21474908       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 37312.779406424823           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000010739711       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.646715643997         ((Y_00-Y_01)/(X_00-X_01)) = -0.646704904286        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.19697880        R_m1 =     12.99909422      X_m1 =     -6.40714680      Y_m1 =    -11.31038993    
  FI_00 =      4.19698125        R_00 =     12.99909367      X_00 =     -6.40711877      Y_00 =    -11.31040518    
  FI_01 =      4.19698370        R_01 =     12.99909313      X_01 =     -6.40709074      Y_01 =    -11.31042043    
  F_1_proizvod =     -0.54401949                F_2_proizvod =     -0.35005011            R_kriv =     -4.21459430       
  ”гол в градусах =    240.46875000           R_kriv =     -4.21459430       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 35676.096899112323           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000009811895       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.544024391759         ((Y_00-Y_01)/(X_00-X_01)) = -0.544014579864        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.22152255        R_m1 =     12.98549037      X_m1 =     -6.12123284      Y_m1 =    -11.45222549    
  FI_00 =      4.22152500        R_00 =     12.98548820      X_00 =     -6.12120371      Y_00 =    -11.45223860    
  FI_01 =      4.22152745        R_01 =     12.98548604      X_01 =     -6.12117458      Y_01 =    -11.45225171    
  F_1_proizvod =     -0.45006886                F_2_proizvod =     -0.30916074            R_kriv =     -4.26556803       
